"Date","Department","Category","CustomerCode","Price","Quantity"
"1/8/2015","Kabobs","Beef","CWM11331L8O",25,18
"7/16/2016","Sides","Yogurt","CWM11331L8O",12,10
"4/28/2014","Sides","Yogurt","CWM11331L8O",12,7
"5/23/2016","Kabobs","Lamb","CWM11331L8O",28,13
"3/18/2017","Sides","Yogurt","CWM11331L8O",12,13
"2/16/2014","Kabobs","Chicken","CXY11300S8O",33,14
"7/31/2014","Sides","Rice","CWM11331L8O",9,6
"9/22/2014","Kabobs","Chicken","CWM11331L8O",33,9
"9/24/2014","Sides","Yogurt","CWM11331L8O",12,12
"9/22/2016","Entrees","Beef and Broccoli","CXJ100761EW",29,8
"3/17/2016","Kabobs","Pork","CWM11331L8O",29,10
"3/10/2016","Sides","Rice","CWM11331L8O",9,7
"7/28/2015","Entrees","Beef and Broccoli","CWM11331L8O",29,13
"12/14/2015","Entrees","Lamb Chops","CWM11331L8O",32,4
"8/15/2016","Sides","Yogurt","CWM11331L8O",12,17
"7/16/2015","Kabobs","Beef","CWM11331L8O",25,15
"2/11/2015","Kabobs","Beef","CWM11331L8O",25,13
"5/19/2016","Sides","Rice","CL59342CJY",9,11
"8/25/2015","Sides","Yogurt","CWM11331L8O",12,13
"5/17/2015","Kabobs","Beef","CWM11331L8O",25,12
"8/15/2016","Entrees","Lamb Chops","CWM11331L8O",18,12
"8/2/2015","Kabobs","Beef","CWM11331L8O",25,14
"10/14/2015","Kabobs","Lamb","CWM11331L8O",28,10
"7/2/2015","Kabobs","Chicken","CWM11331L8O",33,11
"11/23/2016","Sides","Rice","CWM11331L8O",9,6
"9/14/2014","Sides","Yogurt","CWM11331L8O",12,18
"3/5/2017","Sides","Yogurt","CWM11331L8O",12,21
"4/7/2015","Kabobs","Beef","CWM11331L8O",25,15
"7/26/2015","Sides","Rice","CWM11331L8O",NA,18
"12/10/2014","Entrees","Lamb Chops","CWM11331L8O",18,6
"3/5/2014","Sides","Yogurt","CWM11331L8O",12,10
"3/12/2014","Kabobs","Chicken","CWM11331L8O",33,4
"1/14/2014","Sides","Yogurt","CWM11331L8O",12,3
"6/8/2016","Sides","Yogurt","C5P94659ZW",12,12
"4/17/2016","Kabobs","Chicken","CWM11331L8O",33,9
"7/30/2016","Kabobs","Lamb","CWM11331L8O",28,12
"5/17/2016","Entrees","Beef and Broccoli","CWM11331L8O",28,8
"5/19/2016","Entrees","Lamb Chops","CWM11331L8O",30,17
"1/30/2014","Entrees","Lamb Chops","CWM11331L8O",32,10
"12/13/2014","Kabobs","Chicken","CWM11331L8O",33,16
"1/28/2015","Kabobs","Beef","CWM11331L8O",25,6
"4/4/2015","Kabobs","Lamb","CWM11331L8O",28,9
"5/9/2016","Sides","Yogurt","CWM11331L8O",12,11
"5/14/2015","Sides","Roll","CWM11331L8O",5,23
"7/23/2014","Kabobs","Lamb","CWM11331L8O",28,15
"9/11/2014","Kabobs","Chicken","CWM11331L8O",33,4
"3/10/2015","Kabobs","Lamb","CWM11331L8O",28,14
"2/22/2017","Sides","Roll","CWM11331L8O",5,1
"8/24/2014","Sides","Rice","CWM11331L8O",9,10
"6/15/2016","Sides","Yogurt","CWM11331L8O",12,14
"3/11/2014","Sides","Rice","CWM11331L8O",9,5
"7/31/2014","Entrees","Lamb Chops","CWM11331L8O",19,3
"1/4/2017","Sides","Yogurt","CWM11331L8O",12,7
"4/20/2016","Kabobs","Lamb","CWM11331L8O",28,14
"1/8/2014","Sides","Yogurt","CX059020Z9",12,11
"1/24/2016","Sides","Yogurt","CS886960P9",12,10
"1/18/2014","Sides","Yogurt","CWM11331L8O",12,8
"3/19/2015","Sides","Yogurt","CWM11331L8O",12,8
"7/30/2015","Kabobs","Chicken","CWM11331L8O",33,9
"10/17/2016","Kabobs","Chicken","CWM11331L8O",33,18
"7/12/2016","Kabobs","Chicken","CV99691GNT",33,11
"8/27/2014","Sides","Roll","CWM11331L8O",5,23
"3/26/2015","Kabobs","Chicken","CWM11331L8O",33,8
"9/24/2015","Sides","Chips","CWM11331L8O",8,14
"11/7/2015","Sides","Roll","CWM11331L8O",5,7
"6/4/2016","Kabobs","Chicken","CWM11331L8O",33,9
"11/6/2014","Kabobs","Chicken","CVQ56319XI",33,20
"6/4/2014","Kabobs","Chicken","CWM11331L8O",33,10
"7/30/2014","Kabobs","Chicken","CWM11331L8O",33,2
"4/5/2015","Kabobs","Chicken","CWM11331L8O",33,14
"10/5/2014","Entrees","Beef and Broccoli","CWM11331L8O",15,20
"1/16/2016","Sides","Rice","CWM11331L8O",9,5
"7/17/2016","Sides","Yogurt","CWM11331L8O",12,8
"6/23/2014","Kabobs","Lamb","CWM11331L8O",28,13
"11/17/2016","Sides","Yogurt","CWM11331L8O",12,15
"4/4/2016","Entrees","Lamb Chops","CWM11331L8O",16,16
"4/12/2016","Kabobs","Chicken","CWM11331L8O",33,10
"7/2/2014","Kabobs","Chicken","CWM11331L8O",33,16
"7/4/2016","Kabobs","Beef","CWM11331L8O",28,14
"6/2/2014","Kabobs","Chicken","CWM11331L8O",33,20
"5/28/2014","Sides","Yogurt","CYY4140D3E",12,7
"11/30/2016","Entrees","Beef and Broccoli","CWM11331L8O",28,7
"10/9/2014","Kabobs","Beef","CWM11331L8O",25,11
"4/29/2015","Kabobs","Lamb","CWM11331L8O",28,21
"3/30/2017","Kabobs","Chicken","CWM11331L8O",33,11
"8/3/2015","Kabobs","Beef","CWM11331L8O",25,9
"2/16/2017","Kabobs","Beef","CWM11331L8O",28,11
"3/5/2014","Sides","Yogurt","CWM11331L8O",12,4
"6/16/2014","Kabobs","Chicken","CWM11331L8O",33,15
"7/28/2014","Kabobs","Beef","CWM11331L8O",25,10
"6/15/2016","Entrees","Beef and Broccoli","CWM11331L8O",28,17
"5/31/2015","Kabobs","Beef","CWM11331L8O",25,20
"6/12/2014","Sides","Rice","CWM11331L8O",9,17
"5/7/2014","Kabobs","Chicken","CWM11331L8O",33,13
"7/13/2016","Kabobs","Chicken","CWM11331L8O",33,10
"12/3/2014","Sides","Yogurt","CWM11331L8O",12,7
"7/30/2015","Entrees","Beef and Broccoli","CJ5766560P",27,7
"12/13/2014","Entrees","Beef and Broccoli","CWM11331L8O",27,16
"12/24/2014","Kabobs","Chicken","CWM11331L8O",33,9
"3/22/2014","Sides","Yogurt","CWM11331L8O",12,18
"6/14/2015","Kabobs","Pork","CWM11331L8O",28,22
"5/21/2014","Sides","Chips","CWM11331L8O",8,16
"8/11/2015","Kabobs","Chicken","CWM11331L8O",33,7
"3/19/2015","Kabobs","Chicken","CWM11331L8O",33,6
"7/23/2014","Kabobs","Chicken","CWM11331L8O",33,21
"11/5/2015","Entrees","Beef and Broccoli","CWM11331L8O",29,11
"1/10/2017","Kabobs","Pork","CWM11331L8O",29,12
"1/5/2017","Kabobs","Chicken","CWM11331L8O",33,13
"11/7/2016","Kabobs","Chicken","CWM11331L8O",33,11
"4/10/2014","Kabobs","Lamb","CWM11331L8O",28,9
"10/30/2016","Kabobs","Pork","CWM11331L8O",29,16
"9/20/2016","Sides","Yogurt","CWM11331L8O",12,7
"11/15/2015","Kabobs","Beef","CWM11331L8O",25,12
"9/30/2015","Entrees","Lamb Chops","CWM11331L8O",30,11
"12/20/2014","Sides","Rice","CWM11331L8O",9,11
"3/1/2014","Sides","Rice","CPW3205JNO",9,12
"8/16/2015","Kabobs","Beef","CWM11331L8O",25,14
"7/5/2015","Sides","Yogurt","CLW7489PD9",12,12
"1/3/2017","Kabobs","Chicken","CWM11331L8O",33,11
"3/21/2015","Kabobs","Beef","CWM11331L8O",25,8
"3/16/2016","Kabobs","Lamb","CWM11331L8O",28,7
"9/30/2014","Kabobs","Lamb","CWM11331L8O",28,10
"5/29/2014","Sides","Yogurt","CWM11331L8O",12,7
"3/20/2017","Kabobs","Beef","CWM11331L8O",28,20
"3/3/2015","Kabobs","Chicken","CWM11331L8O",33,17
"5/28/2014","Kabobs","Chicken","C9G4130SN5",33,5
"8/18/2014","Entrees","Beef and Broccoli","CWM11331L8O",27,15
"4/5/2016","Sides","Roll","CWM11331L8O",5,11
"4/14/2016","Kabobs","Beef","CWM11331L8O",28,16
"7/20/2016","Kabobs","Pork","CWM11331L8O",29,12
"2/1/2015","Entrees","Beef and Broccoli","CWM11331L8O",38,2
"8/12/2015","Kabobs","Chicken","CWM11331L8O",33,21
"12/9/2015","Kabobs","Beef","CWM11331L8O",25,16
"8/27/2015","Kabobs","Chicken","CWM11331L8O",33,19
"3/13/2014","Sides","Yogurt","CWM11331L8O",12,8
"1/23/2014","Kabobs","Beef","CWM11331L8O",25,9
"1/28/2016","Kabobs","Chicken","CWM11331L8O",33,14
"2/17/2015","Entrees","Lamb Chops","CSG5989DH9",18,8
"7/10/2016","Entrees","Beef and Broccoli","CWM11331L8O",28,11
"9/5/2015","Entrees","Beef and Broccoli","CWM11331L8O",13,6
"9/9/2015","Kabobs","Lamb","CWM11331L8O",28,10
"7/5/2015","Sides","Roll","CWM11331L8O",5,15
"4/23/2015","Kabobs","Chicken","CWM11331L8O",33,6
"2/10/2016","Kabobs","Chicken","CWM11331L8O",33,8
"10/16/2016","Kabobs","Pork","CWM11331L8O",29,13
"6/16/2014","Kabobs","Pork","CWM11331L8O",28,7
"4/14/2014","Sides","Yogurt","CWM11331L8O",12,4
"1/1/2017","Sides","Rice","CNJ105557FE",9,10
"8/2/2016","Kabobs","Chicken","CWM11331L8O",33,12
"3/30/2015","Sides","Rice","CWM11331L8O",9,10
"4/26/2014","Kabobs","Chicken","CWM11331L8O",33,14
"5/19/2014","Kabobs","Beef","CWM11331L8O",25,14
"7/21/2014","Sides","Roll","CWM11331L8O",5,16
"9/1/2016","Kabobs","Beef","CWM11331L8O",28,10
"3/28/2015","Sides","Yogurt","CWM11331L8O",12,12
"8/18/2016","Kabobs","Beef","CZJ9907DQ6",28,13
"11/24/2014","Kabobs","Chicken","CWM11331L8O",33,1
"9/2/2015","Sides","Rice","CWM11331L8O",9,15
"2/28/2016","Entrees","Lamb Chops","CWM11331L8O",27,14
"3/5/2016","Kabobs","Beef","CWM11331L8O",25,14
"2/3/2015","Kabobs","Beef","CWM11331L8O",25,20
"5/10/2016","Sides","Rice","CWM11331L8O",9,9
"5/3/2016","Kabobs","Beef","CWM11331L8O",28,8
"7/13/2016","Kabobs","Chicken","CWM11331L8O",33,4
"4/27/2014","Kabobs","Lamb","CWM11331L8O",28,15
"8/13/2015","Kabobs","Pork","CWM11331L8O",28,14
"1/26/2016","Entrees","Beef and Broccoli","CWM11331L8O",26,16
"3/19/2015","Entrees","Beef and Broccoli","CWM11331L8O",15,15
"1/11/2016","Sides","Yogurt","CWM11331L8O",12,24
"1/14/2016","Kabobs","Beef","CWM11331L8O",25,13
"2/18/2017","Kabobs","Chicken","CWM11331L8O",33,11
"10/19/2016","Entrees","Beef and Broccoli","CGE10203DL5",18,11
"12/3/2014","Kabobs","Chicken","CWM11331L8O",33,10
"10/26/2016","Entrees","Beef and Broccoli","CWM11331L8O",29,12
"4/4/2015","Sides","Yogurt","CWM11331L8O",12,8
"4/27/2014","Sides","Yogurt","CWM11331L8O",12,7
"1/22/2015","Sides","Yogurt","CWM11331L8O",12,15
"3/12/2017","Sides","Rice","CWM11331L8O",9,7
"4/27/2016","Sides","Yogurt","CWM11331L8O",12,6
"7/30/2015","Entrees","Beef and Broccoli","CWM11331L8O",16,16
"9/22/2014","Kabobs","Beef","CWM11331L8O",25,15
"10/10/2015","Kabobs","Chicken","CWM11331L8O",33,8
"4/21/2016","Kabobs","Chicken","CWM11331L8O",33,16
"1/31/2016","Entrees","Lamb Chops","CWM11331L8O",11,8
"1/8/2014","Kabobs","Beef","CWM11331L8O",25,10
"6/12/2014","Kabobs","Lamb","CWM11331L8O",28,21
"12/10/2014","Kabobs","Beef","CWM11331L8O",25,9
"1/13/2014","Kabobs","Chicken","CWM11331L8O",33,5
"3/23/2017","Sides","Rice","CWM11331L8O",9,17
"1/5/2014","Entrees","Lamb Chops","CWM11331L8O",30,10
"7/8/2015","Sides","Roll","CWM11331L8O",5,7
"1/26/2016","Sides","Yogurt","CWM11331L8O",12,17
"5/25/2016","Kabobs","Chicken","CWM11331L8O",33,13
"2/11/2016","Sides","Yogurt","CWM11331L8O",12,12
"10/25/2015","Sides","Rice","CWM11331L8O",9,9
"3/28/2015","Sides","Yogurt","CWM11331L8O",12,10
"7/16/2015","Kabobs","Beef","CWM11331L8O",25,22
"8/10/2015","Entrees","Lamb Chops","CWM11331L8O",16,11
"6/30/2014","Kabobs","Chicken","CWM11331L8O",33,14
"1/25/2016","Kabobs","Chicken","CWM11331L8O",33,13
"9/4/2014","Kabobs","Chicken","CWM11331L8O",33,14
"9/5/2016","Kabobs","Chicken","CWM11331L8O",33,7
"10/15/2016","Kabobs","Beef","CWM11331L8O",28,18
"12/28/2015","Sides","Yogurt","CWM11331L8O",12,5
"1/5/2015","Kabobs","Chicken","CWM11331L8O",33,13
"10/21/2015","Kabobs","Beef","CWM11331L8O",25,13
"7/15/2014","Sides","Yogurt","CWM11331L8O",12,12
"4/28/2014","Kabobs","Chicken","CWM11331L8O",33,15
"3/28/2016","Kabobs","Chicken","C875714M9J",33,18
"12/18/2014","Entrees","Lamb Chops","CWM11331L8O",30,12
"12/21/2015","Sides","Yogurt","C7Q7560GWG",12,11
"8/13/2014","Entrees","Lamb Chops","CWM11331L8O",32,11
"11/1/2014","Sides","Yogurt","CWM11331L8O",12,10
"3/25/2015","Kabobs","Chicken","C7W6629DPZ",33,16
"1/17/2017","Entrees","Beef and Broccoli","CWM11331L8O",28,14
"10/21/2014","Kabobs","Chicken","C6533762ZR",33,19
"1/29/2015","Sides","Yogurt","C9J62266U7",12,5
"4/7/2016","Kabobs","Beef","CWM11331L8O",25,6
"10/15/2014","Sides","Rice","CWM11331L8O",9,10
"8/16/2016","Entrees","Lamb Chops","CWM11331L8O",33,11
"3/29/2014","Entrees","Beef and Broccoli","CWM11331L8O",15,14
"6/21/2014","Kabobs","Beef","CWM11331L8O",25,19
"7/15/2014","Kabobs","Lamb","CWM11331L8O",28,11
"8/27/2014","Sides","Rice","CWM11331L8O",9,10
"12/20/2014","Entrees","Beef and Broccoli","CWM11331L8O",29,18
"3/15/2017","Kabobs","Chicken","CWM11331L8O",33,13
"8/12/2014","Kabobs","Chicken","CWM11331L8O",33,11
"10/6/2015","Kabobs","Beef","CWM11331L8O",25,5
"2/15/2015","Kabobs","Beef","CWM11331L8O",25,16
"10/4/2016","Sides","Yogurt","CBB10133FXU",12,14
"10/31/2015","Kabobs","Beef","CWM11331L8O",25,22
"3/30/2015","Kabobs","Lamb","CWM11331L8O",28,12
"11/24/2014","Kabobs","Lamb","CWM11331L8O",28,12
"5/26/2014","Kabobs","Chicken","CWM11331L8O",33,8
"10/27/2016","Sides","Yogurt","CWM11331L8O",12,19
"1/15/2014","Kabobs","Chicken","CWM11331L8O",33,11
"5/15/2014","Entrees","Lamb Chops","CWM11331L8O",38,13
"7/23/2015","Sides","Yogurt","CWM11331L8O",12,10
"5/4/2015","Entrees","Lamb Chops","CWM11331L8O",30,18
"10/31/2015","Kabobs","Chicken","CWM11331L8O",33,12
"9/24/2015","Sides","Yogurt","CWM11331L8O",12,12
"1/9/2016","Kabobs","Beef","CWM11331L8O",25,15
"7/19/2014","Sides","Rice","CWM11331L8O",9,9
"1/31/2015","Entrees","Lamb Chops","CWM11331L8O",30,13
"5/3/2016","Sides","Yogurt","CWM11331L8O",12,11
"3/22/2014","Entrees","Lamb Chops","CWM11331L8O",10,15
"7/7/2015","Kabobs","Chicken","CWM11331L8O",33,9
"12/17/2014","Kabobs","Chicken","CWM11331L8O",33,11
"2/22/2015","Kabobs","Beef","CWM11331L8O",25,10
"8/4/2014","Sides","Yogurt","CWM11331L8O",12,13
"6/17/2015","Sides","Yogurt","CWM11331L8O",12,5
"6/3/2014","Kabobs","Chicken","CWM11331L8O",33,11
"3/11/2015","Kabobs","Beef","CWM11331L8O",25,10
"9/12/2015","Kabobs","Beef","CWM11331L8O",25,15
"1/7/2016","Kabobs","Lamb","CWM11331L8O",28,15
"4/21/2014","Entrees","Beef and Broccoli","CWM11331L8O",27,12
"2/25/2017","Sides","Yogurt","CWM11331L8O",12,5
"3/5/2015","Entrees","Lamb Chops","CWM11331L8O",35,4
"7/20/2016","Kabobs","Chicken","CWM11331L8O",33,16
"3/31/2015","Kabobs","Beef","CWM11331L8O",25,8
"1/8/2017","Kabobs","Lamb","CWM11331L8O",30,7
"11/4/2014","Entrees","Beef and Broccoli","CWM11331L8O",27,15
"2/27/2014","Entrees","Beef and Broccoli","CWM11331L8O",31,18
"8/23/2015","Sides","Rice","CWM11331L8O",9,7
"2/15/2017","Entrees","Lamb Chops","CWM11331L8O",46,11
"11/15/2015","Kabobs","Chicken","CWM11331L8O",33,14
"4/4/2015","Entrees","Beef and Broccoli","CWM11331L8O",49,15
"12/8/2015","Sides","Yogurt","CWM11331L8O",12,17
"7/23/2016","Kabobs","Pork","CWM11331L8O",29,15
"9/21/2015","Kabobs","Chicken","CWM11331L8O",33,12
"12/30/2015","Sides","Yogurt","CWM11331L8O",12,5
"5/13/2015","Kabobs","Chicken","CWM11331L8O",33,4
"8/24/2014","Kabobs","Chicken","CWM11331L8O",33,12
"5/23/2016","Kabobs","Chicken","CWM11331L8O",33,13
"3/18/2014","Kabobs","Chicken","CWM11331L8O",33,10
"5/20/2014","Kabobs","Chicken","CWM11331L8O",33,6
"4/20/2016","Sides","Yogurt","CWM11331L8O",12,9
"9/11/2014","Kabobs","Chicken","CWM11331L8O",33,9
"1/19/2017","Kabobs","Chicken","CWM11331L8O",33,6
"9/21/2015","Kabobs","Beef","CWM11331L8O",25,7
"7/6/2015","Kabobs","Chicken","CWM11331L8O",33,16
"3/1/2015","Kabobs","Chicken","CWM11331L8O",33,19
"2/14/2017","Sides","Rice","CWM11331L8O",9,11
"1/25/2015","Kabobs","Beef","CWM11331L8O",25,7
"5/2/2015","Kabobs","Lamb","CWM11331L8O",28,13
"4/7/2015","Sides","Yogurt","CZN67242TK",12,17
"4/14/2015","Sides","Yogurt","CWM11331L8O",12,3
"7/15/2014","Sides","Yogurt","CWM11331L8O",12,15
"2/1/2017","Kabobs","Chicken","CWM11331L8O",33,12
"6/10/2015","Kabobs","Lamb","CWM11331L8O",28,24
"6/18/2016","Kabobs","Chicken","CWM11331L8O",33,4
"4/14/2014","Kabobs","Chicken","CWM11331L8O",33,8
"2/12/2015","Kabobs","Beef","CWM11331L8O",25,20
"6/9/2016","Kabobs","Beef","CWM11331L8O",28,17
"3/8/2015","Sides","Yogurt","CWM11331L8O",12,7
"7/3/2014","Sides","Roll","CWM11331L8O",5,13
"12/21/2015","Sides","Roll","CWM11331L8O",5,17
"12/17/2014","Sides","Yogurt","CWM11331L8O",12,11
"2/3/2015","Sides","Yogurt","CWM11331L8O",12,5
"7/15/2015","Sides","Roll","CWM11331L8O",5,8
"5/26/2015","Entrees","Beef and Broccoli","CWM11331L8O",17,2
"5/14/2016","Kabobs","Beef","CWM11331L8O",28,14
"5/11/2014","Kabobs","Chicken","CWM11331L8O",33,19
"2/29/2016","Kabobs","Pork","CWM11331L8O",29,7
"4/30/2014","Sides","Yogurt","CWM11331L8O",12,2
"9/5/2016","Kabobs","Chicken","CWM11331L8O",33,9
"1/25/2015","Kabobs","Chicken","CWM11331L8O",33,4
"11/5/2014","Kabobs","Beef","CWM11331L8O",25,11
"1/30/2014","Kabobs","Beef","CWM11331L8O",25,9
"6/15/2016","Entrees","Beef and Broccoli","CWM11331L8O",44,17
"2/25/2016","Kabobs","Chicken","CWM11331L8O",33,11
"7/21/2014","Entrees","Beef and Broccoli","CWM11331L8O",26,22
"7/6/2016","Sides","Yogurt","CWM11331L8O",12,8
"3/12/2016","Entrees","Beef and Broccoli","CWM11331L8O",27,8
"9/2/2014","Entrees","Lamb Chops","CWM11331L8O",34,10
"6/2/2016","Sides","Chips","CWM11331L8O",8,10
"6/1/2015","Sides","Roll","CWM11331L8O",5,9
"4/15/2015","Sides","Yogurt","CWM11331L8O",12,12
"6/4/2014","Kabobs","Beef","CWM11331L8O",25,14
"8/15/2016","Kabobs","Chicken","CWM11331L8O",33,16
"1/12/2015","Kabobs","Pork","CWM11331L8O",28,6
"4/22/2014","Sides","Yogurt","CWM11331L8O",12,8
"1/17/2017","Kabobs","Chicken","CWM11331L8O",33,21
"7/10/2014","Sides","Rice","CWM11331L8O",9,15
"4/22/2015","Kabobs","Chicken","CWM11331L8O",33,14
"1/8/2015","Entrees","Beef and Broccoli","CWM11331L8O",27,9
"11/1/2014","Kabobs","Chicken","CWM11331L8O",33,17
"5/24/2015","Kabobs","Lamb","CWM11331L8O",28,9
"8/4/2014","Sides","Roll","CQO482159X",5,12
"10/28/2014","Kabobs","Chicken","CWM11331L8O",33,8
"8/4/2015","Kabobs","Chicken","CWM11331L8O",33,14
"3/6/2014","Sides","Yogurt","CWM11331L8O",12,5
"5/19/2016","Kabobs","Beef","CWM11331L8O",28,13
"2/27/2017","Sides","Chips","CVU10898MZ6",8,5
"10/29/2015","Kabobs","Beef","CWM11331L8O",25,11
"4/10/2014","Kabobs","Beef","CWM11331L8O",25,13
"6/12/2014","Sides","Chips","CWM11331L8O",8,6
"3/10/2016","Sides","Roll","CWM11331L8O",5,16
"2/2/2017","Kabobs","Chicken","CWM11331L8O",33,9
"3/15/2016","Kabobs","Chicken","CWM11331L8O",33,6
"5/31/2014","Sides","Rice","CME416236L",9,17
"5/2/2015","Kabobs","Lamb","CWM11331L8O",28,10
"7/3/2014","Kabobs","Chicken","CWM11331L8O",33,19
"8/4/2014","Kabobs","Chicken","CWM11331L8O",33,11
"2/18/2014","Kabobs","Beef","CWM11331L8O",25,15
"2/4/2017","Sides","Yogurt","CWM11331L8O",12,3
"9/12/2015","Kabobs","Chicken","CWM11331L8O",33,6
"12/13/2015","Entrees","Lamb Chops","CWM11331L8O",29,11
"8/4/2015","Entrees","Lamb Chops","CWM11331L8O",44,15
"2/22/2017","Kabobs","Chicken","CWM11331L8O",33,4
"8/4/2016","Kabobs","Chicken","CWM11331L8O",33,10
"10/30/2014","Entrees","Beef and Broccoli","CWM11331L8O",27,5
"3/25/2015","Sides","Roll","CWM11331L8O",5,21
"2/1/2017","Sides","Yogurt","CWM11331L8O",12,16
"6/26/2016","Kabobs","Lamb","CWM11331L8O",28,20
"12/4/2014","Entrees","Beef and Broccoli","CWM11331L8O",37,14
"6/3/2014","Kabobs","Chicken","CWM11331L8O",33,15
"1/27/2016","Entrees","Lamb Chops","CN887126ZR",19,12
"3/6/2014","Sides","Rice","CWM11331L8O",9,16
"8/16/2014","Sides","Yogurt","CWM11331L8O",12,7
"10/30/2014","Kabobs","Chicken","CWM11331L8O",33,11
"11/5/2014","Kabobs","Lamb","CWM11331L8O",28,10
"2/2/2015","Kabobs","Lamb","CWM11331L8O",28,11
"11/17/2016","Kabobs","Chicken","CWM11331L8O",33,10
"9/6/2014","Kabobs","Beef","CWM11331L8O",25,8
"3/3/2015","Entrees","Lamb Chops","CVK11110VDX",32,18
"10/8/2015","Sides","Yogurt","CWM11331L8O",12,13
"4/16/2016","Sides","Rice","CWM11331L8O",9,17
"3/11/2015","Kabobs","Chicken","CWM11331L8O",33,9
"3/30/2014","Kabobs","Chicken","CWM11331L8O",33,8
"7/16/2015","Kabobs","Lamb","CWM11331L8O",28,12
"11/5/2014","Entrees","Lamb Chops","CWM11331L8O",16,6
"12/18/2016","Sides","Rice","CWM11331L8O",9,10
"1/8/2014","Kabobs","Chicken","CWM11331L8O",33,16
"1/12/2015","Kabobs","Beef","CWM11331L8O",25,10
"6/27/2016","Kabobs","Lamb","CWM11331L8O",28,12
"8/23/2016","Sides","Yogurt","CWM11331L8O",12,15
"5/5/2015","Entrees","Beef and Broccoli","CWM11331L8O",9,10
"5/31/2015","Sides","Yogurt","CWM11331L8O",12,12
"9/29/2014","Entrees","Lamb Chops","CWM11331L8O",18,14
"12/13/2015","Kabobs","Chicken","CWM11331L8O",33,1
"5/15/2016","Kabobs","Chicken","CWM11331L8O",33,16
"11/12/2014","Entrees","Beef and Broccoli","CWM11331L8O",16,18
"9/17/2014","Sides","Yogurt","CWM11331L8O",12,9
"12/23/2015","Sides","Yogurt","CWM11331L8O",12,16
"3/1/2016","Kabobs","Chicken","CWM11331L8O",33,16
"11/5/2015","Sides","Rice","CWM11331L8O",9,9
"8/17/2016","Sides","Yogurt","CWM11331L8O",12,19
"8/15/2015","Sides","Yogurt","CWM11331L8O",12,4
"2/26/2015","Kabobs","Beef","CWM11331L8O",25,15
"9/13/2015","Kabobs","Chicken","CWM11331L8O",33,12
"3/20/2014","Sides","Rice","CWM11331L8O",9,14
"11/23/2015","Kabobs","Lamb","CWM11331L8O",28,11
"6/13/2016","Kabobs","Beef","CWM11331L8O",28,11
"3/25/2015","Kabobs","Chicken","CWM11331L8O",33,21
"2/18/2017","Kabobs","Chicken","CWM11331L8O",33,21
"6/21/2016","Kabobs","Beef","CRW9547W2M",28,14
"11/17/2015","Sides","Roll","CPK8375FB3",5,17
"5/10/2016","Sides","Rice","CWM11331L8O",9,11
"4/7/2014","Kabobs","Chicken","CWM11331L8O",33,20
"1/25/2017","Kabobs","Beef","CWM11331L8O",28,17
"9/19/2016","Entrees","Lamb Chops","CWM11331L8O",33,17
"6/25/2015","Entrees","Beef and Broccoli","CWM11331L8O",15,12
"2/25/2015","Sides","Rice","CWM11331L8O",9,8
"9/19/2016","Kabobs","Beef","CWM11331L8O",28,14
"7/6/2016","Entrees","Lamb Chops","CWM11331L8O",28,5
"10/4/2015","Sides","Yogurt","CWM11331L8O",12,5
"6/1/2016","Sides","Yogurt","CWM11331L8O",12,9
"6/5/2014","Kabobs","Beef","CWM11331L8O",25,13
"2/24/2014","Kabobs","Chicken","CWM11331L8O",33,17
"11/26/2016","Sides","Yogurt","CWM11331L8O",12,6
"11/5/2014","Sides","Yogurt","CWM11331L8O",12,11
"8/7/2014","Kabobs","Chicken","CWM11331L8O",33,12
"10/27/2016","Sides","Roll","CWM11331L8O",5,12
"10/20/2014","Entrees","Beef and Broccoli","CWM11331L8O",26,6
"4/8/2014","Kabobs","Chicken","CWM11331L8O",33,5
"11/18/2015","Sides","Rice","CGP83815LX",9,8
"7/11/2016","Kabobs","Chicken","CWM11331L8O",33,7
"10/1/2016","Entrees","Lamb Chops","C79101164BK",31,15
"11/9/2015","Entrees","Beef and Broccoli","CWM11331L8O",26,13
"3/17/2016","Sides","Yogurt","CWM11331L8O",12,16
"6/18/2014","Kabobs","Chicken","CWM11331L8O",33,17
"6/11/2014","Sides","Yogurt","CWM11331L8O",12,5
"10/19/2014","Kabobs","Chicken","CWM11331L8O",33,13
"7/14/2016","Kabobs","Chicken","CWM11331L8O",33,5
"7/2/2014","Sides","Yogurt","CWM11331L8O",12,14
"11/24/2016","Kabobs","Chicken","CWM11331L8O",33,10
"10/22/2015","Sides","Rice","CWM11331L8O",9,3
"7/31/2014","Kabobs","Chicken","CWM11331L8O",33,13
"4/1/2015","Kabobs","Beef","CWM11331L8O",25,15
"8/14/2014","Sides","Yogurt","CWM11331L8O",12,5
"11/23/2015","Sides","Yogurt","CWM11331L8O",12,11
"1/22/2015","Sides","Rice","CWM11331L8O",9,7
"9/30/2015","Kabobs","Chicken","CWM11331L8O",33,8
"5/12/2014","Sides","Rice","CWM11331L8O",9,14
"10/1/2014","Kabobs","Chicken","CWM11331L8O",33,9
"10/21/2015","Sides","Roll","CWM11331L8O",5,18
"4/16/2015","Entrees","Lamb Chops","CWM11331L8O",16,17
"12/30/2015","Kabobs","Lamb","CWM11331L8O",28,10
"6/22/2016","Kabobs","Beef","CWM11331L8O",28,8
"1/1/2017","Sides","Roll","CWM11331L8O",5,12
