"Invoice","Whs","EventDate","EventType","Div","SplitVendors","ItemorServiceDescription","ItemDept","DoorCount","MembersSampled","UnitsPurchased","UnitsSold","UnitCost","UnitTax","ProductChargeplusTax","LaborCharge","SupplyCharge","LaborandSupplyTax","EnhancementMiscOther","Total"
"I-955698","Whs-61","2020-01-10","Split","A","Flavour Stop","Cinnamon and Apple Buns","Dept-02","3,350 customers",0,12,"0","$9.79",0,117.48,163,8.5,0,3.39,292.37
"I-955698","Whs-62","2020-01-10","Split","A","Flavour Stop","Cinnamon and Apple Buns","Dept-02","2,988 customers",0,10,"36","$9.79",2.94,100.84,163,8.5,0,15.44,287.78
"I-955698","Whs-63","2020-01-10","Split","A","Flavour Stop","Cinnamon and Apple Buns","Dept-02","3,917 customers",0,0,"0","$13.59",0,0,0,0,0,0,0
"I-955698","Whs-255","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","4,891 customers",0,18,"76","$10.99",0,197.82,92,4.25,0,-48.61,245.46
"I-955698","Whs-256","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","4,984 customers",0,17,"77","$10.99",0,186.83,92,4.25,0,-51,232.08
"I-955698","Whs-257","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","5,667 customers",0,15,"141","$10.99",0,164.85,92,4.25,0,-45,216.1
"I-955698","Whs-258","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","2,795 customers",0,9,"34","$10.99",0,98.91,92,4.25,0,-27,168.16
"I-955698","Whs-259","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","3,157 customers",0,12,"32","$10.99",0,131.88,92,4.25,0,-36,192.13
"I-955698","Whs-260","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","5,675 customers",0,12,"62","$10.99",0,131.88,92,4.25,0,-36,192.13
"I-955698","Whs-261","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","5,299 customers",0,12,"67","$10.99",0,131.88,92,4.25,0,-36,192.13
"I-955698","Whs-262","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","3,163 customers",0,8,"51","$10.99",0,87.92,92,4.25,0,-24,160.17
"I-955698","Whs-263","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","2,797 customers",0,10,"43","$10.99",0,109.9,92,4.25,0,-30,176.15
"I-955698","Whs-264","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","4,064 customers",0,8,"59","$10.99",0,87.92,92,4.25,0,-24,160.17
"I-955698","Whs-265","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","3,527 customers",0,8,"36","$10.99",0,87.92,92,4.25,0,-24,160.17
"I-955698","Whs-266","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","3,770 customers",0,16,"63","$10.99",0,175.84,92,4.25,0,-48,224.09
"I-955698","Whs-267","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","3,923 customers",0,19,"58","$10.99",0,208.81,92,4.25,0,-57,248.06
"I-955698","Whs-268","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","3,179 customers",0,14,"38","$10.99",0,153.86,92,4.25,0,-42,208.11
"I-955698","Whs-269","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","3,974 customers",0,12,"82","$10.99",0,131.88,92,4.25,0,-36,192.13
"I-955698","Whs-270","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","3,061 customers",0,12,"45","$10.99",0,131.88,92,4.25,0,-36,192.13
"I-955698","Whs-271","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","4,949 customers",0,9,"71","$10.99",0,98.91,92,4.25,0,-27,168.16
"I-955698","Whs-272","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","4,101 customers",0,12,"49","$10.99",0,131.88,92,4.25,0,-36,192.13
"I-955698","Whs-273","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","5,082 customers",0,8,"38","$10.99",0,87.92,92,4.25,0,-24,160.17
"I-955698","Whs-274","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","3,727 customers",0,8,"33","$10.99",0,87.92,92,4.25,0,-24,160.17
"I-955698","Whs-275","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","5,483 customers",0,11,"31","$10.99",0,120.89,92,4.25,0,-33,184.14
"I-955698","Whs-276","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","2,768 customers",0,12,"42","$10.99",0,131.88,92,4.25,0,-36,192.13
"I-955698","Whs-277","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","2,211 customers",0,10,"35","$10.99",0,109.9,92,4.25,0,-30,176.15
"I-955698","Whs-278","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","4,680 customers",0,28,"59","$10.99",0,307.72,92,4.25,0,-84,319.97
"I-955698","Whs-279","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","6,443 customers",0,14,"81","$10.99",0,153.86,92,4.25,0,-42,208.11
"I-955698","Whs-280","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","4,056 customers",0,14,"103","$10.99",0,153.86,92,4.25,0,-42,208.11
"I-955698","Whs-281","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","3,017 customers",0,10,"55","$10.99",0,109.9,76.75,4.25,0,-30,160.9
"I-955698","Whs-282","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","6,340 customers",0,7,"57","$10.99",0,76.93,92,4.25,0,-21,152.18
"I-955698","Whs-283","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","4,249 customers",0,12,"50","$10.99",0,131.88,92,4.25,0,-36,192.13
"I-955698","Whs-284","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","2,910 customers",0,12,"76","$10.99",0,131.88,92,4.25,0,-36,192.13
"I-955698","Whs-285","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","4,286 customers",0,14,"53","$10.99",0,153.86,92,4.25,0,-42,208.11
"I-955698","Whs-286","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","2,617 customers",0,10,"43","$10.99",0,109.9,92,4.25,0,-30,176.15
"I-955698","Whs-287","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","3,654 customers",0,8,"66","$10.99",0,87.92,92,4.25,0,-24,160.17
"I-955698","Whs-288","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","3,718 customers",0,10,"64","$10.99",0,109.9,92,4.25,0,-30,176.15
"I-955698","Whs-289","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","5,902 customers",0,13,"71","$10.99",0,142.87,92,4.25,0,-39,200.12
"I-955698","Whs-290","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","2,796 customers",0,14,"54","$10.99",0,153.86,92,4.25,0,-42,208.11
"I-955698","Whs-291","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","3,760 customers",0,16,"55","$10.99",0,175.84,92,4.25,0,-48,224.09
"I-955698","Whs-292","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","4,891 customers",0,15,"65","$10.99",0,164.85,92,4.25,0,-45,216.1
"I-955698","Whs-293","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","3,671 customers",0,15,"63","$10.99",0,164.85,92,4.25,0,-45,216.1
"I-955698","Whs-294","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","6,044 customers",0,15,"72","$10.99",0,164.85,92,4.25,0,-45,216.1
"I-955698","Whs-295","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","4,375 customers",0,10,"29","$10.99",0,109.9,92,4.25,0,-30,176.15
"I-955698","Whs-296","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","3,338 customers",0,12,"50","$10.99",0,131.88,92,4.25,0,-21.11,207.02
"I-955698","Whs-297","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","3,091 customers",0,12,"55","$10.99",0,131.88,92,4.25,0,-36,192.13
"I-955698","Whs-298","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","5,284 customers",0,9,"33","$10.99",0,98.91,92,4.25,0,-27,168.16
"I-955698","Whs-299","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","4,702 customers",0,12,"48","$10.99",0,131.88,92,4.25,0,-36,192.13
"I-955698","Whs-300","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","4,011 customers",0,16,"48","$10.99",0,175.84,92,4.25,0,-48,224.09
"I-955698","Whs-301","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","2,994 customers",0,10,"35","$10.99",0,109.9,92,4.25,0,-30,176.15
"I-955698","Whs-302","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","5,353 customers",0,18,"54","$10.99",0,197.82,92,4.25,0,-54,240.07
"I-955698","Whs-303","2020-01-10","Split","E","Custard Tart","Cinnamon and Apple Cupcakes","Dept-02","2,971 customers",0,6,"26","$10.99",0,65.94,92,4.25,0,-18,144.19
"I-955698","Whs-1","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","5,087 customers",0,15,"59","$13.59",0,203.85,46,2.125,0,0,251.975
"I-955698","Whs-2","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,670 customers",0,18,"43","$13.59",0,244.62,163,8.5,0,0,416.12
"I-955698","Whs-3","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,707 customers",0,10,"43","$13.59",0,135.9,163,8.5,0,0,307.4
"I-955698","Whs-4","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,780 customers",0,24,"64","$13.59",0,326.16,163,8.5,0,0,497.66
"I-955698","Whs-5","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,408 customers",0,15,"64","$13.59",0,203.85,163,8.5,0,0,375.35
"I-955698","Whs-6","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,349 customers",0,0,"0","$9.89",0,0,0,0,0,0,0
"I-955698","Whs-7","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,346 customers",0,0,"0","$0.01",0,0,0,0,0,0,0
"I-955698","Whs-8","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,480 customers",0,24,"96","$13.59",0,326.16,163,8.5,0,0,497.66
"I-955698","Whs-9","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","3,835 customers",0,16,"52","$13.59",0,217.44,163,8.5,0,0,388.94
"I-955698","Whs-10","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,696 customers",0,9,"30","$13.59",0,122.31,163,8.5,0,0,293.81
"I-955698","Whs-11","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","2,902 customers",0,0,"0","$9.89",0,0,0,0,0,0,0
"I-955698","Whs-12","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,201 customers",0,0,"0","$0.01",0,0,0,0,0,0,0
"I-955698","Whs-13","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","3,431 customers",0,10,"43","$13.59",0,135.9,163,8.5,0,0,307.4
"I-955698","Whs-14","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,459 customers",0,18,"51","$13.59",0,244.62,163,8.5,0,0,416.12
"I-955698","Whs-15","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","2,933 customers",0,0,"0","$13.59",0,0,0,0,0,0,0
"I-955698","Whs-138","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,163 customers",0,14,"51","$13.59",0,190.26,163,8.5,0,0,361.76
"I-955698","Whs-16","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","3,597 customers",0,1,"0","$0.01",0,0.01,0,0,0,0,0.01
"I-955698","Whs-17","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,645 customers",0,18,"57","$13.59",0,244.62,163,8.5,0,0,416.12
"I-955698","Whs-18","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","3,061 customers",0,0,"0","$0.01",0,0,0,0,0,0,0
"I-955698","Whs-19","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","5,044 customers",0,12,"56","$13.59",0,163.08,163,8.5,0,0,334.58
"I-955698","Whs-20","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","3,814 customers",0,14,"77","$13.59",0,190.26,163,8.5,0,0,361.76
"I-955698","Whs-21","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","2,194 customers",0,0,"0","$0.01",0,1e-04,81.5,4.25,0,0,85.7501
"I-955698","Whs-22","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,849 customers",0,8,"36","$13.59",0,108.72,163,8.5,0,0,280.22
"I-955698","Whs-23","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","699 customers",0,0,"0","$0.01",0,0,0,0,0,0,0
"I-955698","Whs-24","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","6,415 customers",0,19,"59","$13.59",0,258.21,163,8.5,0,0,429.71
"I-955698","Whs-25","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","5,529 customers",0,22,"75","$13.59",0,298.98,163,8.5,0,0,470.48
"I-955698","Whs-26","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","2,833 customers",0,0,"0","$0.01",0,0,0,0,0,0,0
"I-955698","Whs-27","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","3,870 customers",0,0,"0","$13.59",0,0,0,0,0,0,0
"I-955698","Whs-28","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,485 customers",0,14,"47","$13.59",0,190.26,81.5,4.25,0,0,276.01
"I-955698","Whs-29","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","2,289 customers",0,0,"0","$9.79",0,0,0,0,0,0,0
"I-955698","Whs-30","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","3,818 customers",0,0,"0","$0.01",0,0,0,0,0,0,0
"I-955698","Whs-31","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","5,458 customers",0,20,"74","$13.59",0,271.8,81.5,4.25,0,0,357.55
"I-955698","Whs-32","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","3,338 customers",0,0,"0","$9.79",0,0,0,0,0,0,0
"I-955698","Whs-33","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","2,675 customers",0,0,"0","$9.79",0,0,0,0,0,0,0
"I-955698","Whs-34","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","3,291 customers",0,0,"0","$0.01",0,0,0,0,0,0,0
"I-955698","Whs-35","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","2,355 customers",0,0,"0","$13.59",0,0,81.5,4.25,0,0,85.75
"I-955698","Whs-36","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","2,233 customers",0,0,"0","$0.01",0,0,81.5,4.25,0,0,85.75
"I-955698","Whs-37","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","3,537 customers",0,20,"54","$13.59",0,271.8,163,8.5,0,0,443.3
"I-955698","Whs-38","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","5,091 customers",0,19,"64","$13.59",0,258.21,163,8.5,0,0,429.71
"I-955698","Whs-39","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,106 customers",0,6,"36","$13.59",0,81.54,163,8.5,0,0,253.04
"I-955698","Whs-40","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,546 customers",0,14,"53","$13.59",0,190.26,163,8.5,0,0,361.76
"I-955698","Whs-41","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","2,729 customers",0,0,"0","$0.01",0,0,163,8.5,0,0,171.5
"I-955698","Whs-42","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","3,951 customers",0,14,"47","$13.59",0,190.26,163.2,8.5,0,0,361.96
"I-955698","Whs-43","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","3,785 customers",0,0,"1","$9.79",0,0,0,0,0,0,0
"I-955698","Whs-44","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","3,714 customers",0,0,"0","$0.01",0,0,0,0,0,0,0
"I-955698","Whs-45","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","2,950 customers",0,0,"0","$0.01",0,0,0,0,0,0,0
"I-955698","Whs-46","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","3,983 customers",0,15,"68","$13.59",0,203.85,163,8.5,0,0,375.35
"I-955698","Whs-47","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","2,793 customers",0,0,"0","$0.01",0,0,0,0,0,0,0
"I-955698","Whs-48","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,510 customers",0,12,"43","$13.59",0,163.08,163,8.5,0,0,334.58
"I-955698","Whs-49","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","5,292 customers",0,0,"0","$13.59",0,0,0,0,0,0,0
"I-955698","Whs-50","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,078 customers",0,0,"0","$0.01",0,0,0,0,0,0,0
"I-955698","Whs-51","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","2,747 customers",0,0,"50","$13.59",0,0,163,8.5,0,0,171.5
"I-955698","Whs-52","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","3,409 customers",0,0,"0","$13.59",0,0,0,0,0,0,0
"I-955698","Whs-53","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,418 customers",0,18,"78","$13.69",0,246.42,163,8.5,0,0,417.92
"I-955698","Whs-54","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,122 customers",0,0,"0","$0.01",0,0,0,0,0,0,0
"I-955698","Whs-55","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,049 customers",0,0,"0","$9.79",0,0,0,0,0,0,0
"I-955698","Whs-56","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","3,247 customers",0,0,"0","$13.59",0,0,0,0,0,0,0
"I-955698","Whs-57","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","4,242 customers",0,12,"39","$13.59",0,163.08,163,8.5,0,0,334.58
"I-955698","Whs-58","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","2,032 customers",0,0,"0","$0.01",0,0,0,0,0,0,0
"I-955698","Whs-59","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","1,671 customers",0,0,"0","$0.01",0,0,81.5,4.25,0,0,85.75
"I-955698","Whs-60","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","2,313 customers",0,0,"0","$0.01",0,0,0,0,0,0,0
"I-955698","Whs-61","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","3,350 customers",0,0,"0","$0.01",0,0,0,0,0,0,0
"I-955698","Whs-62","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","2,988 customers",0,0,"0","$0.01",0,0,0,0,0,0,0
"I-955698","Whs-63","2020-01-10","Split","A","Flavour Stop","Apple and Cinnamon Bread","Dept-02","3,917 customers",0,19,"81","$13.59",0,258.21,163,8.5,0,0,429.71
"I-913814","Whs-140","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","3,965 customers",0,11,"33","$9.99",0,109.89,92,4.25,6.7375,0,212.8775
"I-913814","Whs-141","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","2,732 customers",0,14,"18","$9.99",0,139.86,92,4.25,0,0,236.11
"I-913814","Whs-304","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","4,336 customers",0,24,"65","$9.99",0,239.76,92,4.25,0,0,336.01
"I-913814","Whs-252","2020-01-11","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","4,640 customers",0,28,"94","$9.99",0,279.72,163,8.5,0,0,451.22
"I-913814","Whs-142","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","1,299 customers",0,18,"65","$9.99",0,179.82,92,4.25,0,0,276.07
"I-913814","Whs-144","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","4,291 customers",0,18,"38","$9.99",0,179.82,92,4.25,0,0,276.07
"I-913814","Whs-145","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","4,023 customers",0,22,"67","$9.99",3.96,223.74,92,4.25,0,12.21,332.2
"I-913814","Whs-146","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","4,451 customers",0,13,"48","$9.99",0,129.87,92,4.25,0,0,226.12
"I-913814","Whs-147","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","3,772 customers",0,13,"38","$9.99",5.65,135.52,92,4.25,0,0,231.77
"I-913814","Whs-148","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","4,155 customers",0,18,"43","$9.99",0,179.82,92,4.25,0,0,276.07
"I-913814","Whs-150","2020-01-11","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","4,722 customers",0,22,"61","$9.99",0,219.78,163,8.5,0,11.99,403.27
"I-913814","Whs-152","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","2,916 customers",0,12,"14","$9.99",2.4,122.28,92,4.25,0,0,218.53
"I-913814","Whs-153","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","4,274 customers",0,28,"65","$9.99",0,279.72,92,4.25,0,0,375.97
"I-913814","Whs-154","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","3,576 customers",0,15,"28","$9.99",5.19,155.04,92,4.25,0,0,251.29
"I-913814","Whs-155","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","3,977 customers",0,19,"60","$9.99",2.85,192.66,92,4.25,0,0,288.91
"I-913814","Whs-156","2020-01-11","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","3,787 customers",0,20,"38","$9.99",0,199.8,163,8.5,0,0,371.3
"I-913814","Whs-185","2020-01-11","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","6,443 customers",0,38,"71","$9.99",0,379.62,163,8.5,0,0,551.12
"I-913814","Whs-157","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","4,220 customers",0,18,"56","$9.99",0,179.82,92,4.25,0,0,276.07
"I-913814","Whs-158","2020-01-11","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","5,193 customers",0,19,"86","$9.99",0,189.81,163,8.5,0,0,361.31
"I-913814","Whs-159","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","3,899 customers",0,12,"46","$9.99",4.5,124.38,92,4.25,0,15.55,236.18
"I-913814","Whs-160","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","4,127 customers",0,16,"59","$9.99",2.4,162.24,92,4.25,0,0,258.49
"I-913814","Whs-161","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","2,998 customers",0,13,"11","$9.99",0,129.87,92,4.25,0,0,226.12
"I-913814","Whs-162","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","3,526 customers",0,10,"43","$9.99",0,99.9,88.26,4.25,6.47,0,198.88
"I-913814","Whs-163","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","5,175 customers",0,18,"28","$9.99",5.4,185.22,92,4.25,0,0,281.47
"I-913814","Whs-164","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","4,769 customers",0,25,"75","$9.99",0,249.75,92,4.25,0,0,346
"I-913814","Whs-165","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","5,407 customers",0,14,"39","$9.99",3.5,143.36,92,4.25,0,0,239.61
"I-913814","Whs-166","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","4,142 customers",0,26,"70","$9.99",10.28,270.02,92,4.25,0,0,366.27
"I-913814","Whs-168","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","4,825 customers",0,16,"19","$9.99",4,163.84,92,4.25,0,0,260.09
"I-913814","Whs-169","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","3,903 customers",0,14,"59","$9.63",2.02,136.84,92,4.25,0,0,233.09
"I-913814","Whs-170","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","4,183 customers",0,13,"52","$9.99",0,129.87,92,4.25,0,0,226.12
"I-913814","Whs-192","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","3,820 customers",0,16,"63","$9.99",0,159.84,92,4.25,0,0,256.09
"I-913814","Whs-171","2020-01-11","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","3,368 customers",0,13,"27","$9.99",0,129.87,163,8.5,0,0,301.37
"I-913814","Whs-172","2020-01-11","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","4,030 customers",0,27,"90","$9.99",0,269.73,163,8.5,0,0,441.23
"I-913814","Whs-173","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","4,078 customers",0,21,"64","$9.99",0,209.79,92,4.25,0,0,306.04
"I-913814","Whs-174","2020-01-11","Split","C","Flavor Bakery","Cinnamon and Apple Muffins","Dept-02","4,069 customers",0,11,"52","$9.99",0,109.89,92,4.25,6.7375,0,212.8775
