Invoice,Whs,EventDate,EventType,Div,SplitVendors,ItemorServiceDescription,ItemDept,DoorCount,MembersSampled,UnitsPurchased,UnitsSold,UnitCost,UnitTax,ProductChargeplusTax,LaborCharge,SupplyCharge,LaborandSupplyTax,EnhancementMiscOther,Total
I-984908,Whs-290,2020-02-22,Split,E,Custard Tart,Apple and Cinnamon Bread,Dept-02,3110,0,14,40,13.59,0,190.26,92,4.25,0,0,286.51
I-984908,Whs-291,2020-02-22,Split,E,Custard Tart,Apple and Cinnamon Bread,Dept-02,3986,0,20,65,13.59,0,271.8,92,4.25,0,0,368.05
I-984908,Whs-292,2020-02-22,Split,E,Custard Tart,Apple and Cinnamon Bread,Dept-02,4701,0,18,47,13.59,0,244.62,92,4.25,0,0,340.87
I-984908,Whs-293,2020-02-22,Split,E,Custard Tart,Apple and Cinnamon Bread,Dept-02,3916,0,13,40,13.59,0,176.67,92,4.25,0,0,272.91999999999996
I-984908,Whs-294,2020-02-22,Split,E,Custard Tart,Apple and Cinnamon Bread,Dept-02,6587,0,16,48,13.59,0,217.44,92,4.25,0,0,313.69
I-984908,Whs-295,2020-02-22,Split,E,Custard Tart,Apple and Cinnamon Bread,Dept-02,3402,0,15,44,13.59,0,203.85,92,4.25,0,0,300.1
I-984908,Whs-296,2020-02-22,Split,E,Custard Tart,Apple and Cinnamon Bread,Dept-02,3865,0,21,49,13.59,0,285.39,92,4.25,0,0,381.64
I-984908,Whs-297,2020-02-22,Split,E,Custard Tart,Apple and Cinnamon Bread,Dept-02,3489,0,20,45,13.59,0,271.8,92,4.25,0,0,368.05
I-984908,Whs-298,2020-02-22,Split,E,Custard Tart,Apple and Cinnamon Bread,Dept-02,6110,0,12,16,13.59,0,163.08,92,4.25,0,0,259.33000000000004
I-984908,Whs-299,2020-02-22,Split,E,Custard Tart,Apple and Cinnamon Bread,Dept-02,4649,0,16,48,13.59,0,217.44,92,4.25,0,0,313.69
I-984908,Whs-300,2020-02-22,Split,E,Custard Tart,Apple and Cinnamon Bread,Dept-02,4717,0,12,43,13.59,0,163.08,92,4.25,0,0,259.33000000000004
I-984908,Whs-301,2020-02-22,Split,E,Custard Tart,Apple and Cinnamon Bread,Dept-02,2897,0,16,45,13.59,0,217.44,92,4.25,0,0,313.69
I-984908,Whs-340,2020-02-22,Split,E,Custard Tart,Apple and Cinnamon Bread,Dept-02,4888,0,16,46,13.59,0,217.44,92,4.25,0,0,313.69
I-984908,Whs-302,2020-02-22,Split,E,Custard Tart,Apple and Cinnamon Bread,Dept-02,5162,0,20,38,13.59,0,271.8,92,4.25,0,0,368.05
I-984908,Whs-303,2020-02-22,Split,E,Custard Tart,Apple and Cinnamon Bread,Dept-02,3294,0,19,34,13.59,0,258.21,92,4.25,0,0,354.46
I-984908,Whs-193,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3449,0,10,44,9.99,0,99.9,163,8.5,0,0,271.4
I-984908,Whs-194,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3114,0,15,48,9.99,0,149.85,163,8.5,0,0,321.35
I-984908,Whs-195,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,5336,0,10,59,9.99,0,99.9,163,8.5,0,0,271.4
I-984908,Whs-196,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3827,0,13,43,9.21,0,119.73,163,8.5,0,10.99,302.22
I-984908,Whs-197,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,5172,0,12,35,10.49,5.25,131.13,163,8.5,11.8952,0,314.5252
I-984908,Whs-459,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3501,0,11,46,10.49,5.43,120.82,163,8.5,12.9101,0,305.2301
I-984908,Whs-198,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3999,0,15,39,9.99,0,149.85,163,8.5,0,0,321.35
I-984908,Whs-199,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,4666,0,17,66,9.99,0,169.83,163,8.5,0,27.99,369.32000000000005
I-984908,Whs-200,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3398,0,10,51,9.99,0,99.9,163,8.5,0,0,271.4
I-984908,Whs-201,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3991,0,15,62,9.99,0,149.85,163,8.5,0,0,321.35
I-984908,Whs-305,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,4659,0,14,44,10.49,6.12,152.98,163,8.5,13.134,10.41,348.02400000000006
I-984908,Whs-202,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,4299,0,14,49,9.99,0,139.86,163,8.5,0,14.89,326.25
I-984908,Whs-203,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,5337,0,16,31,9.99,0,159.84,163,8.5,0,0,331.34
I-984908,Whs-204,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3430,0,12,42,9.99,0,119.88,163,8.5,0,26.99,318.37
I-984908,Whs-205,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,4814,0,13,56,9.99,0,129.87,163,8.5,0,9.99,311.36
I-984908,Whs-206,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,4282,0,10,23,9.99,0,99.9,163,8.5,0,0,271.4
I-984908,Whs-207,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,2744,0,10,56,9.99,0,99.9,163,8.5,0,0,271.4
I-984908,Whs-208,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3877,0,12,42,9.99,0,119.88,163,8.5,0,10.39,301.77
I-984908,Whs-209,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3922,0,14,43,9.99,0,139.86,163,8.5,0,9.99,321.35
I-984908,Whs-210,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,5396,0,15,44,9.99,0,149.85,163,8.5,0,9.99,331.34
I-984908,Whs-211,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,4208,0,15,35,9.99,0,149.85,163,8.5,0,0,321.35
I-984908,Whs-212,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3972,0,15,64,9.99,0,149.85,163,8.5,0,0,321.35
I-984908,Whs-213,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3394,0,14,28,9.99,0,139.86,163,8.5,0,0,311.36
I-996384,Whs-214,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3545,0,13,42,9.99,0,129.87,163,8.5,0,14.89,316.26
I-984908,Whs-215,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3086,0,17,79,9.99,0,169.83,163,8.5,0,0,341.33000000000004
I-984908,Whs-216,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3911,0,12,29,9.99,0,119.88,163,8.5,0,0,291.38
I-984908,Whs-153,2020-02-24,Regular,C,NA,Apple Scones,Dept-01,3124,0,10,42,9.99,0,99.9,163,8.5,0,0,271.4
I-984908,Whs-217,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3567,0,12,31,9.99,0,119.88,163,8.5,0,9.89,301.27
I-984908,Whs-218,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3145,0,14,58,9.99,0,139.86,163,8.5,0,0,311.36
I-996384,Whs-219,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,4728,0,14,40,9.99,0,139.86,163,8.5,0,0,311.36
I-984908,Whs-220,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,4043,0,14,69,9.99,0,139.86,163,8.5,0,0,311.36
I-984908,Whs-221,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,6146,0,9,44,9.99,0,89.91,163,8.5,0,0,261.40999999999997
I-984908,Whs-222,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,5087,0,10,61,10.49,4.94,109.84,163,8.5,12.438,0,293.778
I-984908,Whs-223,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3775,0,12,35,9.99,0,119.88,163,8.5,0,9.99,301.37
I-984908,Whs-224,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,4180,0,12,42,9.99,0,119.88,163,8.5,0,0,291.38
I-984908,Whs-225,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,1212,0,18,29,10.49,7.87,196.69,156.4,8.05,14.86,10.41,386.41
I-984908,Whs-226,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3078,0,16,43,9.99,0,159.84,163,8.5,0,14.89,346.23
I-984908,Whs-227,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,5353,0,10,49,9.99,0,99.9,163,8.5,0,0,271.4
I-984908,Whs-228,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,4297,0,8,54,9.99,0,79.92,163,8.5,0,0,251.42
I-984908,Whs-229,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,2719,0,10,42,9.99,0,99.9,163,8.5,0,0,271.4
I-984908,Whs-230,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3936,0,15,50,9.99,0,149.85,163,8.5,0,0,321.35
I-984908,Whs-231,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3182,0,12,46,9.99,0,119.88,163,8.5,0,14.89,306.27
I-984908,Whs-232,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,6865,0,11,29,10.57,5.48,121.75,163,8.5,12.9497,0,306.1997
I-984908,Whs-233,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,4579,0,12,32,9.99,0,119.88,163,8.5,0,9.99,301.37
I-996384,Whs-234,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3821,0,18,51,9.99,0,179.82,163,8.5,0,0,351.32
I-984908,Whs-235,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3448,0,11,43,9.99,0,109.89,163,8.5,0,0,281.39
I-996384,Whs-236,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,4590,0,12,34,9.99,0,119.88,163,8.5,0,0,291.38
I-984908,Whs-237,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,4861,0,10,51,9.99,0,99.9,163,8.5,0,14.89,286.28999999999996
I-984908,Whs-254,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3630,0,10,53,9.99,0,99.9,163,8.5,0,0,271.4
I-984908,Whs-238,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3589,0,10,37,9.99,0,99.9,163,8.5,0,0,271.4
I-984908,Whs-239,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,7258,0,20,55,9.99,0,199.8,163,8.5,0,0,371.3
I-984908,Whs-240,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,4114,0,12,50,9.99,0,119.88,163,8.5,0,14.89,306.27
I-984908,Whs-241,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3355,0,15,58,9.99,0,149.85,163,8.5,0,0,321.35
I-984908,Whs-242,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,3643,0,12,39,10.49,5.93,131.81,163,8.5,13.8317,10.46,327.6017
I-984908,Whs-243,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,4221,0,12,53,9.99,0,119.88,163,8.5,0,0,291.38
I-984908,Whs-245,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,4931,0,13,21,9.99,0,129.87,74.8,3.85,0,0,208.52
I-984908,Whs-246,2020-02-24,Regular,D,NA,Apple Scones,Dept-01,2885,0,8,47,9.99,0,79.92,163,8.5,0,0,251.42
I-984908,Whs-174,2020-02-24,Regular,C,NA,Cinnamon and Apple Biscuits,Dept-02,3031,0,8,33,9.99,0,79.92,163,8.5,12.3137,-8.01,255.7237
I-984908,Whs-417,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,3424,0,18,37,12.99,0,233.82,163,8.5,0,0,405.32
I-984908,Whs-464,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,4041,0,16,32,12.99,0,207.84,163,8.5,0,0,379.34
I-984908,Whs-418,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,3702,0,22,35,12.99,0,285.78,163,8.5,0,0,457.28
I-984908,Whs-419,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,3801,0,10,6,12.99,0,129.9,163,8.5,0,0,301.4
I-984908,Whs-422,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,3402,0,15,29,12.99,0,194.85,163,8.5,0,0,366.35
I-984908,Whs-425,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,2572,0,10,19,12.99,2.6,132.5,163,8.5,0,0,304
I-984908,Whs-426,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,2960,0,11,17,12.99,2.86,145.75,163,8.5,0,0,317.25
I-984908,Whs-473,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,3340,0,18,38,12.99,2.34,236.16,163,8.5,6.86,0,414.52
I-984908,Whs-427,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,2903,0,21,25,12.99,0,272.79,163,8.5,0,0,444.29
I-984908,Whs-428,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,2592,0,13,48,12.99,0,168.87,163,8.5,0,0,340.37
I-984908,Whs-429,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,2420,0,12,30,12.99,3.12,159,163,8.5,0,0,330.5
I-984908,Whs-430,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,3332,0,12,17,12.99,0,155.88,163,8.5,0,0,327.38
I-984908,Whs-434,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,2384,0,11,13,12.99,12.86,155.75,163,8.5,0,0,327.25
I-984908,Whs-435,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,3140,0,22,36,12.99,0,285.78,163,8.5,0,0,457.28
I-984908,Whs-437,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,2406,0,6,13,12.99,1.56,79.5,163,8.5,0,0,251
I-984908,Whs-461,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,1853,0,10,23,12.99,2.6,132.5,163,8.5,0,0,304
I-984908,Whs-440,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,2225,0,13,26,12.99,1.69,170.56,163,8.5,6.86,0,348.92
I-984908,Whs-442,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,2241,0,8,32,12.99,2.08,106,163,8.5,0,0,277.5
I-984908,Whs-443,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,2589,0,9,16,12.99,2.34,119.25,163,8.5,0,0,290.75
I-984908,Whs-446,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,1746,0,12,21,12.99,11.3,167.18,163,8.5,0,0,338.68
I-984908,Whs-447,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,2232,0,13,13,12.99,3.38,172.25,163,8.5,0,0,343.75
I-984908,Whs-448,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,2338,0,18,26,12.99,4.68,238.5,163,8.5,0,0,410
I-984908,Whs-470,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,1883,0,13,20,12.99,3.38,172.25,163,8.5,0,0,343.75
I-984908,Whs-471,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,2751,0,13,20,12.99,0,168.87,163,8.5,0,0,340.37
I-984908,Whs-449,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,2913,0,14,28,12.99,5.46,187.32,163,8.5,0,0,358.82
I-984908,Whs-462,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,2955,0,14,18,12.99,0,181.86,163,8.5,0,0,353.36
I-984908,Whs-451,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,1600,0,8,7,12.99,10.39,114.31,163,8.5,0,0,285.81
I-984908,Whs-454,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,2340,0,8,18,12.99,3.12,107.04,163,8.5,0,0,278.54
I-984908,Whs-455,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,1678,0,10,30,12.99,5.2,135.1,163,8.5,0,0,306.6
I-984908,Whs-456,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,2114,0,9,33,12.99,8.48,125.39,163,8.5,0,0,296.89
I-984908,Whs-458,2020-02-24,Regular,H,NA,Salmon and Pepper Maki,Dept-02,1771,0,9,23,12.99,3.51,120.42,163,8.5,0,0,291.92
I-996384,Whs-143,2020-02-25,Regular,C,NA,Apple Scones,Dept-01,4183,0,15,41,9.99,2.47,152.32,163,8.5,0,0,323.82
I-996384,Whs-244,2020-02-25,Regular,D,NA,Apple Scones,Dept-01,3321,0,7,21,9.99,0,69.93,163,8.5,0,0,241.43
I-996384,Whs-167,2020-02-25,Regular,C,NA,Cinnamon and Apple Biscuits,Dept-02,5015,0,14,42,9.99,0,139.86,163,8.5,0,0,311.36
I-996384,Whs-133,2020-02-26,Regular,B,NA,Apple Scones,Dept-01,2040,0,8,28,10.59,0,84.72,163,8.5,0,0,256.22
I-996384,Whs-140,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,4260,0,12,56,9.99,0,119.88,163,8.5,12.3137,0,303.69370000000004
I-996384,Whs-141,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,3331,0,9,30,9.99,0,89.91,163,8.5,0,0,261.40999999999997
I-996384,Whs-304,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,4651,0,26,66,9.99,0,259.74,163,8.5,0,0,431.24
I-996384,Whs-332,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,4571,0,29,83,9.99,0,289.71,163,8.5,0,11.99,473.2
I-996384,Whs-252,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,4294,0,24,68,9.99,0,239.76,163,8.5,0,11.99,423.25
I-996384,Whs-142,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,5792,0,19,63,9.99,0,189.81,163,8.5,0,0,361.31
I-996384,Whs-143,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,4949,0,19,62,9.99,3.13,192.94,163,8.5,0,0,364.44
I-996384,Whs-144,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,5897,0,14,40,9.99,0,139.86,163,8.5,0,0,311.36
I-996384,Whs-145,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,3232,0,17,52,9.99,3.06,172.89,163,8.5,0,0,344.39
I-996384,Whs-146,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,0,0,12,35,9.99,0,119.88,163,8.5,0,0,291.38
I-996384,Whs-147,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,3306,0,14,41,9.99,6.09,145.95,163,8.5,0,0,317.45
I-996384,Whs-148,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,3733,0,15,61,9.99,0,149.85,163,8.5,0,11.99,333.34
I-996384,Whs-149,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,4632,0,30,52,9.99,0,299.7,163,8.5,0,0,471.2
I-996384,Whs-249,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,4795,0,26,72,9.99,0,259.74,163,8.5,0,0,431.24
I-996384,Whs-150,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,5031,0,22,67,9.99,0,219.78,163,8.5,0,0,391.28
I-996384,Whs-151,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,3404,0,20,43,9.99,0,199.8,163,8.5,0,0,371.3
I-996384,Whs-152,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,3451,0,14,40,9.99,2.8,142.66,163,8.5,0,12.23,326.39
I-1080555,Whs-153,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,3734,0,18,38,9.99,0,179.82,163,8.5,0,0,351.32
I-996384,Whs-253,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,4493,0,23,65,9.99,0,229.77,163,8.5,0,0,401.27
I-1080555,Whs-154,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,2583,0,9,29,9.99,3.11,93.02,163,8.5,0,0,264.52
I-996384,Whs-155,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,3608,0,16,55,9.99,2.4,162.24,163,8.5,0,15.21,348.95
I-996384,Whs-156,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,4162,0,15,26,9.99,0,149.85,163,8.5,0,0,321.35
I-996384,Whs-185,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,5922,0,27,47,9.99,0,269.73,163,8.5,0,11.99,453.22
I-996384,Whs-157,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,4055,0,16,59,9.99,0,159.84,163,8.5,0,0,331.34
I-996384,Whs-158,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,5936,0,19,79,9.99,0,189.81,163,8.5,0,0,361.31
I-1080555,Whs-159,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,2669,0,12,34,9.99,4.5,124.38,163,8.5,0,0,295.88
I-996384,Whs-247,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,1186,0,11,12,9.99,3.3,113.19,163,8.5,0,15.44,300.13
I-996384,Whs-160,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,5448,0,19,89,9.99,2.85,192.66,163,8.5,0,0,364.16
I-996384,Whs-161,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,2845,0,12,13,9.99,0,119.88,163,8.5,0,11.99,303.37
I-996384,Whs-162,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,3243,0,16,41,9.99,0,159.84,163,8.5,12.3137,0,343.6537
I-996384,Whs-163,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,4522,0,23,62,9.99,6.9,236.67,163,8.5,0,11.32,419.48999999999995
I-996384,Whs-164,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,5636,0,12,44,9.99,0,119.88,163,8.5,0,0,291.38
I-996384,Whs-165,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,6367,0,16,66,9.99,4,163.84,163,8.5,0,25.61,360.95000000000005
I-996384,Whs-166,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,3566,0,20,41,9.99,7.91,207.71,163,8.5,0,15.58,394.79
I-996384,Whs-167,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,5015,0,19,46,9.99,0,189.81,163,8.5,0,0,361.31
I-996384,Whs-168,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,4729,0,15,43,9.99,3.75,153.6,163,8.5,0,0,325.1
I-996384,Whs-169,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,2835,0,15,53,9.99,2.25,152.1,163,8.5,0,0,323.6
I-996384,Whs-170,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,3571,0,14,37,9.99,0,139.86,163,8.5,0,0,311.36
I-996384,Whs-192,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,3511,0,20,70,9.99,0,199.8,163,8.5,0,11.99,383.29
I-996384,Whs-171,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,3153,0,12,32,9.99,0,119.88,163,8.5,0,0,291.38
I-996384,Whs-172,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,3735,0,28,69,9.99,0,279.72,163,8.5,0,11.99,463.21
I-996384,Whs-173,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,2806,0,12,47,9.99,0,119.88,163,8.5,0,0,291.38
I-996384,Whs-174,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,3314,0,15,59,9.99,0,149.85,163,8.5,12.3137,0,333.6637
I-996384,Whs-250,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,2707,0,12,35,9.99,3.6,123.48,163,8.5,0,0,294.98
I-996384,Whs-175,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,2646,0,13,26,9.99,1.3,131.17,163,8.5,0,11.1,313.77
I-996384,Whs-176,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,6253,0,19,46,9.99,0,189.81,163,8.5,0,11.99,373.3
I-1080555,Whs-177,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,3620,0,11,43,9.99,0,109.89,163,8.5,0,11.99,293.38
I-996384,Whs-178,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,3687,0,18,44,9.99,0,179.82,163,8.5,0,0,351.32
I-996384,Whs-188,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,4369,0,24,65,9.99,0,239.76,163,8.5,0,14.99,426.25
I-996384,Whs-179,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,4148,0,21,63,9.99,0,209.79,163,8.5,0,0,381.29
I-1080555,Whs-180,2020-02-27,Regular,C,NA,Cinnamon and Apple Muffins,Dept-02,2369,0,12,56,9.99,2.7,122.58,163,8.5,0,12.26,306.34
I-996384,Whs-306,2020-02-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2845,0,8,20,9.79,0,78.32,163,8.5,0,0,249.82
I-996384,Whs-335,2020-02-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2400,0,10,33,9.79,0,97.9,163,8.5,0,0,269.4
I-996384,Whs-307,2020-02-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,3269,0,8,23,9.79,0,78.32,163,8.5,0,0,249.82
I-996384,Whs-308,2020-02-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,3843,0,9,17,9.79,0,88.11,163,8.5,0,0,259.61
I-996384,Whs-309,2020-02-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,3738,0,11,24,9.79,0,107.69,163,8.5,0,11.99,291.18
I-996384,Whs-310,2020-02-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,3170,0,8,26,9.79,0,78.32,163,8.5,0,0,249.82
I-996384,Whs-311,2020-02-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,3428,0,8,9,9.79,0,78.32,163,8.5,0,0,249.82
I-996384,Whs-312,2020-02-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,3296,0,12,14,9.79,0,117.48,163,8.5,0,0,288.98
I-996384,Whs-313,2020-02-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,3776,0,14,30,9.79,0,137.06,163,8.5,0,0,308.56
I-996384,Whs-314,2020-02-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,2929,0,8,27,9.79,0,78.32,163,8.5,0,0,249.82
I-996384,Whs-315,2020-02-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,3420,0,13,26,9.79,0,127.27,163,8.5,0,0,298.77
I-996384,Whs-316,2020-02-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,4056,0,9,27,9.79,0,88.11,163,8.5,0,11.99,271.6
I-996384,Whs-317,2020-02-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,3071,0,11,26,9.79,0,107.69,163,8.5,0,0,279.19
I-996384,Whs-318,2020-02-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,1189,0,8,10,9.79,0,78.32,163,8.5,0,0,249.82
I-996384,Whs-319,2020-02-27,Regular,F,NA,Cinnamon and Apple Buns,Dept-02,3051,0,8,21,9.79,0,78.32,163,8.5,0,0,249.82
